species	vine	year	from_tip	from_base	count	base_vine	tip_vine	vine_year	px2_cm2	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21
Vitis_cinerea	588220	2015	9	3	11	3x588220	9x588220	588220x2015	80353.17	5773.667	10265.333	5797	10207.333	5743	10183.333	5664	10186	6218.667	10104	6173.667	10111.667	6189	10069.667	6075.333	9646.667	6061.333	9683.333	6022.333	9650.333	5732	8962.334	5734.333	9001.667	5688.667	8987.834	7339.5	10757	7954	9387.667	7880.5	9317.5	7879.334	8794.333	7156.5	7057.5	6894.5	7081	6646.5	6907.5	5683	5687
Vitis_cinerea	588328	2013	11	2	12	2x588328	11x588328	588328x2013	13948.005	845.333	3002.333	868	2977.667	839.333	2967.667	808.667	2969	952	2986.5	932.5	2992.5	935.5	2975.5	971.5	2863	963	2876.5	951.5	2862	832.333	2745.333	835	2759.667	815.667	2754	1282.333	3236	1499	2873.667	1462.333	2828.333	1487	2689.5	1277	2192	1181	2313	1089	2252.333	800.333	1965
Vitis_cinerea	588328	2013	7	6	12	6x588328	7x588328	588328x2013	13948.005	1214	3802	1235	3773	1198	3773	1168	3781	1277	3783	1254	3790	1260	3770	1368	3521	1359	3540	1349	3525	1141	3517	1149	3537	1122	3533	1884	3979	2021	3355	1983	3335	1947	3117	1572	2641.5	1483	2667	1379	2580	739.667	2174.667
Vitis_cinerea	588222	2016	10	1	10	1x588222	10x588222	588222x2016	56227.31713	3119	8460.334	3148.333	8443.666	3133	8426.334	3111	8421	3181	8467.666	3161.667	8464.334	3177	8455	3297	8337.666	3284.333	8351	3280.333	8338.334	3186.333	8267.666	3179.667	8283	3166.333	8271.666	3370	8637	3478	8427	3466	8379	3490	8316	3469	8145	3427	8133	3403	8055	3313	7956
Vitis_cinerea	588220	2016	5	4	8	4x588220	5x588220	588220x2016	56227.31713	2418.667	5521.333	2353.333	5496	2392	5457.333	2464	5437.333	2188	5558.667	2228	5568	2214.667	5529.333	2048	5224	2069.333	5246.667	2092	5204	2286.667	4758	2285.333	4796.667	2322.667	4778	1656	6242	792	5706	872	5578	576	5258	728	3714	904	3642	1024	3362	1976	2194
Vitis_cinerea	588134	2016	9	3	11	3x588134	9x588134	588134x2016	56227.31713	4941.667	3413.333	4971	3368	4915	3337.333	4848.333	3341.333	5304.333	3468	5265.667	3474.667	5285.667	3429.333	5171	3018.667	5156.333	3050.667	5125.667	3020	4720.333	2730.333	4737.667	2763.667	4692.333	2759.667	5944	4304	6504	3368	6352	3232	6336	2984	5944	1416	5560	1648	5352	1560	4416	696
Vitis_cinerea	588329	2013	12	2	13	2x588329	12x588329	588329x2013	13948.005	876	2519.667	869	2509	879.5	2495.5	897.5	2489.5	828	2537	843.5	2533.5	834	2526	788	2448.5	796	2456	800.5	2444.5	840.25	2314.25	844.5	2332.5	853.75	2320.25	668	2787.333	481	2536.5	485.5	2499.5	470.333	2423.667	540	2134.5	573.333	2112	619.333	2053.667	785.5	1842.5
Vitis_cinerea	588329	2017	4	5	8	5x588329	4x588329	588329x2017	80277.77778	2408.333	2484	2404.333	2442.667	2432.333	2421.333	2477.667	2426.667	2325.667	2457.333	2356.333	2472	2343	2440	2340.333	2302.667	2349.667	2324	2363	2304	2483	2171.667	2473.667	2205	2515	2203.667	2007	2541	1971	2197	1995	2189	2003	2065	2051	1649	2131	1661	2231	1577	2435	1155
Vitis_cinerea	588685	2013	6	4	9	4x588685	6x588685	588685x2013	13948.005	1930.667	1082.333	1895.667	1098.667	1909.333	1066.333	1917.333	1041.667	1889.333	1147.667	1901.333	1130.333	1884	1132.333	1644	1167.667	1654.667	1166.667	1648	1156	1585.75	951.75	1599	958	1597.75	941.5	1940.5	1804.5	1443.333	1729	1401	1609.333	1071.333	1530.667	766	1245	798.5	1082.25	756.5	998.5	551.5	485.25
Vitis_cinerea	588329	2015	9	2	10	2x588329	9x588329	588329x2015	80353.17	1348.667	3081.667	1338	3044.333	1303.333	3033.667	1262	3045.667	1489	3043	1469	3061	1460	3028	1415	2799.667	1413	2819	1384.333	2809	1161.333	2510	1166	2528	1134	2528	2344	3212	2338	2398	2278	2344	2202	2166	1667	1550	1547	1646	1388	1556	750	1202
Vitis_cinerea	171	2016	7	3	9	3x171	7x171	171x2016	80960.96293	6127	2136	6091	2168	6059	2120	6063	2060	6187	2444	6187	2396	6147	2432	5739	2504	5775	2480	5731	2456	5467	2100	5523	2108	5487	2056	6631	3544	5703	3968	5631	3752	5327	3872	3919	3512	4151	3240	3855	3096	3023	1984
Vitis_cinerea	588222	2015	5	5	9	5x588222	5x588222	588222x2015	80353.17	7251.5	9505.5	7240.5	9467.5	7203.5	9458	7164.5	9501	7370.333	9445.667	7332.333	9468.667	7335	9434	7302.333	9172.667	7302	9204.667	7270.666	9190.333	6957.333	9135.667	6976	9154.667	6938.666	9171.667	8083.5	9386.5	7970.667	8723.667	7800	8605	7672.666	8384.333	7242.666	8069.667	7095.5	8172.5	6890.333	8043.333	6334	7565.333
Vitis_cinerea	588198	2016	4	6	9	6x588198	4x588198	588198x2016	56227.31713	1156	1818	1142	1800	1161	1784	1196	1777	1095	1827	1125	1826	1110	1802	1008	1672	1020	1689	1034	1671	1134	1499	1135	1525	1162	1513	752	2160	416	1756	460	1704	376	1496	332	912	632	1052	684	860	1084	196
Vitis_cinerea	588154	2016	7	3	9	3x588154	7x588154	588154x2016	56227.31713	5437	7756.333	5382.333	7725.667	5421	7675	5477	7685.667	5305	7756.333	5346.333	7764.333	5329	7719	5167.667	7383	5189	7419	5215.667	7389.667	5407.667	6996.333	5411.667	7033.667	5443.667	7019	4472	8456	3824	7544	3936	7432	3936	7152	4096	5720	4496	5936	4568	5864	5320	4992
Vitis_cinerea	588154	2015	7	4	10	4x588154	7x588154	588154x2015	80353.17	2560	9471	2557	9418	2603	9385	2666	9397	2469.5	9475	2505	9482.5	2494	9439.5	2185	8953	2197	8973	2218	8948	2729.333	8814.667	2716	8848	2768	8848.667	1418	10243	792	9226	850	9124	730	8264	1293	6946	1670	6939	1994	6762	3286	5665
Vitis_cinerea	588678	2015	10	2	11	2x588678	10x588678	588678x2015	80353.17	2094	6832.5	2062.5	6794.5	2087	6752	2143	6725.5	1915.667	6966.667	1949.333	6952.667	1919.667	6926.667	1760.667	6655.667	1792	6676	1795	6638.667	1681.667	6044	1696	6072.667	1725	6045.333	1676	7999	776	7357	770	7249	428	6877	206	5881	380	5821	332	5413	560	4422
Vitis_cinerea	588208	2013	8	2	9	2x588208	8x588208	588208x2013	13948.005	1492	4224	1490.5	4204	1472	4189	1444.5	4185	1615	4243.5	1601	4244	1606	4231.5	1567.5	4124.5	1560	4135.5	1552	4122.5	1480	3977	1481	3987	1463.5	3981.5	1834.5	4400	1920	4119.5	1887	4124.5	1920	4067.5	1877	3719.5	1797.5	3712	1768.5	3635	1519	3325
Vitis_cinerea	588186	2015	5	6	10	6x588186	5x588186	588186x2015	80353.17	6739.667	10609	6724.333	10566.333	6759.667	10535	6822.333	10525.667	6525.333	10697	6561.333	10698.333	6542.667	10668.333	6441	10376	6457.667	10392	6468.333	10363.333	6708	10091	6709.333	10119.667	6751.333	10105	6012	11288	5438.333	10598	5502.333	10535.333	5370.333	10203.333	5374	9322	5624.667	9314.333	5719	9065.667	6303	7932
Vitis_cinerea	588352	2016	2	7	8	7x588352	2x588352	588352x2016	56227.31713	5019.5	1362	5014.5	1340.5	5032	1332	5069.5	1325.5	4944	1360.5	4966.5	1365.5	4964	1345.5	4944.5	1246.5	4957	1274.5	4970	1255	5039	1091.5	5033	1110	5063	1104	4738	1458	4633	1242	4690	1221	4675	1173	4690	798	4783	873	4858	810	4990	405
Vitis_cinerea	588221	2016	4	6	9	6x588221	4x588221	588221x2016	56227.31713	2722.5	2183	2698	2171.5	2718	2154	2749	2150	2641	2208.5	2658	2207	2645.5	2195.5	2540	2033.5	2550.5	2048	2557.5	2037	2703.5	1904.5	2704	1921	2722.5	1914	2256	2488	2028	2104	2067	2056	2049	1933	2100	1402	2199	1414	2313	1324	2778	847
Vitis_cinerea	588222	2013	12	1	12	1x588222	12x588222	588222x2013	13948.005	762.5	3692	759.5	3678.5	774	3670	792.5	3669	718	3696.5	731.5	3696.5	724.5	3685	707.5	3626	714	3635.5	720.5	3624	777	3579.5	775	3593.5	790.5	3588	607	3922	449	3647	468	3626	451	3559	557	3339	603	3349	649	3296	815	3062
Vitis_cinerea	588198	2015	4	6	9	6x588198	4x588198	588198x2015	80353.17	7016	7656	7015	7618	7050	7601	7097	7601	6870	7687.5	6897.5	7692.5	6888	7662	6880.5	7452.5	6888.5	7473	6914	7455.5	7108.334	7155	7097.667	7179.667	7139	7177	6399	8127	6042	7436	6123	7410	6076	7172	6312	6425	6681	6660	6705.334	6263.333	7606	5411
Vitis_cinerea	597232	2017	7	3	9	3x597232	7x597232	597232x2017	80277.77778	2537	8752	2479	8712	2567	8696	2621	8696	2271	8832	2307	8820	2281	8794	2281	8569	2307	8589	2311	8561	2603	8337	2599	8385	2647	8363	2136	9399	1360	8935	1384	8847	1312	8607	1672	7479	1840	7527	2024	7311	2896	6871
Vitis_cinerea	171	2013	12	2	13	2x171	12x171	171x2013	13948.005	1057	1205.667	1045.667	1195.667	1052	1183	1069.667	1173.333	1011.25	1244	1023	1237.5	1013.5	1229.25	936.417	1176.5	946.833	1182.167	946.167	1169.833	974.667	1071.917	981.583	1080.833	987.667	1068.417	914.5	1516	672	1353.333	688	1328.667	608	1279.333	506	988	579.333	981.333	562	906.667	663.333	549.333
Vitis_cinerea	588222	2017	3	6	8	6x588222	3x588222	588222x2017	80277.77778	2161.333	2328	2132	2294.667	2153.333	2264	2200	2245.333	2113.333	2333.333	2150.667	2329.333	2116	2309.333	1949.667	2217.667	1980.333	2235	1980.333	2204.333	2101.667	2015.333	2104.333	2056.667	2147	2034	1930	2770	1454	2562	1482	2518	1310	2270	1326	1626	1394	1582	1486	1354	1942	584
Vitis_cinerea	588398	2013	7	1	7	1x588398	7x588398	588398x2013	13948.005	1139.333	2898.333	1122	2887.667	1125.333	2866.667	1146	2845.667	1026.5	2943	1046	2941.5	1031	2926.5	929	2834.5	940.25	2840.25	941	2825	937	2656.667	964	2686	957.667	2653.667	852	3370	510	3100	514	3072	408.333	2946.333	377.667	2490	379	2458	372	2271	531	1866
Vitis_cinerea	588460	2015	7	4	10	4x588460	7x588460	588460x2015	80353.17	2759	8755	2697	8733	2748	8674.5	2819	8650.5	2643.333	8880.333	2675.333	8855.334	2633.667	8833	2305.333	8645.667	2334.667	8660.667	2335.333	8622	2581.333	8173	2589	8204	2634.333	8175.333	2481.667	9930.667	1171.5	9556	1124.5	9342.5	814	8948	357.667	7251.333	1051	7336.75	1124	7008	1755.333	5473
Vitis_cinerea	588186	2016	10	1	10	1x588186	10x588186	588186x2016	56227.31713	2575	8561	2523	8535	2573	8522	2616	8517	2448	8610	2467	8608	2449	8588	2346	8396	2360	8412	2365	8392	2555	8248	2556	8269	2582	8256	2214	9012	1854	8622	1884	8502	1794	8340	2010	7764	2130	7800	2130	7650	2562	7296
Vitis_cinerea	588678	2016	11	1	11	1x588678	11x588678	588678x2016	80960.96293	4119	9711.666	4087	9678.334	4057.667	9713	4048.333	9759.666	4139	9554.334	4137.667	9577	4111	9573	3909.667	9523.666	3935	9543.666	3909.667	9565	3712.333	9742.334	3741.667	9742.334	3741.667	9794.334	4471	9399	4147	9081	4063	9129	3781	9045	3253	9267	3265	9411	3085	9549	2899	9951
Vitis_cinerea	588217	2016	7	4	10	4x588217	7x588217	588217x2016	56227.31713	1769	7295.333	1751.667	7256.667	1791.667	7226	1833	7232.667	1637	7284.667	1667.667	7294	1663.667	7268.667	1503.667	6827.667	1511.667	6847.667	1542.333	6837	1882.333	6667.667	1877	6693	1906.333	6689	568	7379	598	6497	724	6497	814	6107	1222	5531	1540	6029	1720	5639	2344	5411
Vitis_cinerea	588356	2015	4	7	10	7x588356	4x588356	588356x2015	80353.17	7056.333	10301	7031	10268.33	6985.667	10267	6943	10313.67	7218	10159	7193.333	10196.33	7178	10157.67	7035	9933	7038.667	9966	7003.667	9954	6660	9897	6689	9921	6644	9941	7950	9904	7677	9233	7605	9254	7452	9028	6819	8632	6735	8716	6474	8608	5437	8298
Vitis_cinerea	588154	2013	9	1	9	1x588154	9x588154	588154x2013	13948.005	692.5	1243	685	1229	698	1218.5	719	1216	639	1254	652	1257.5	648.5	1241	598.5	1160.5	603.5	1169	611.5	1158.5	674	1083	672.5	1093.5	691.5	1093.5	482	1432	369	1253	361	1203	365	1137	401	947	423	922	454	859	566	692
Vitis_cinerea	588217	2017	7	1	7	1x588217	7x588217	588217x2017	80277.77778	3517	11169	3484	11124	3523	11100	3574	11094	3391	11154	3457	11169	3424	11127	3388	10938	3400	10977	3424	10941	3574	10824	3571	10869	3604	10851	2891	11479	2875	10863	2919	10847	2959	10595	3283	10299	3351	10315	3435	10255	3723	10099
Vitis_cinerea	588205	2015	7	4	10	4x588205	7x588205	588205x2015	80353.17	4442.667	7144.333	4389	7137	4405	7098	4438.5	7046	4348.667	7394	4361.667	7371	4334.333	7369.667	3928.333	7264.333	3952.667	7263	3938.667	7238.333	3895.333	6705.667	3911.667	6726.333	3934	6689.333	4683.5	8359.5	3458	8568	3449.333	8379.667	3051.667	8341	1981	7288.667	2658	6977	2266.667	6651.333	2238	4959.333
Vitis_cinerea	588199	2015	8	3	10	3x588199	8x588199	588199x2015	80353.17	5319	4078.333	5304.333	4039.667	5380.333	3999.667	5443	3987.667	4994	4243.333	5034	4238	5012.667	4210	4871.333	3756	4891.333	3771.333	4902.667	3737.333	5196	3037	5200	3071.667	5232.667	3051	4199	4995	3531	4228	3620.333	4095.333	3422	3783.333	3055.5	2673	4526	2931.667	4232	1781	4767.667	981
Vitis_cinerea	588222	2013	7	6	12	6x588222	7x588222	588222x2013	13948.005	1897.5	1524	1893	1503	1912	1494.5	1938.5	1496	1850.5	1520.5	1873	1525	1864	1506	1766	1365	1775.5	1378	1785.5	1363	1925	1254	1923	1267.5	1944	1264.5	1491	1754.667	1248.333	1285.333	1259	1261.333	1217.667	1054.667	1385.667	641.333	1448.333	617.333	1512.333	530.667	1875	57.333
Vitis_cinerea	588352	2013	3	7	9	7x588352	3x588352	588352x2013	13948.005	3113.25	1959	3107.25	1945.75	3115.75	1930.5	3140	1926.75	3056.75	1992.25	3069.75	1988.5	3060.75	1979	3014.167	1896.667	3024.667	1905.833	3026.167	1894.333	3094.167	1765.5	3093.5	1777.333	3113.167	1771.833	2952.333	2201	2730.333	2053.667	2741.5	2005.5	2693	1916.667	2598	1563.333	2799	1579	2818	1524.25	3108	1159
Vitis_cinerea	588685	2015	6	5	10	5x588685	6x588685	588685x2015	80353.17	2921	10110.667	2939	10052.667	2876.333	10030	2791	10028	3129.5	10173	3068	10172	3102.333	10118.333	3360.667	9553.667	3336.667	9588	3317	9546.667	2804.5	9283	2815.5	9328.5	2754.5	9315	4583	10947	5146	9263	5032	9209	4996	8633	4798	7297	4405	7330	4015	7180	2476	5691
Vitis_cinerea	588678	2016	5	7	11	7x588678	5x588678	588678x2016	80960.96293	2963	8433	2915	8459	2907	8411	2915	8345	2933	8657	2949	8615	2901	8621	2617	8611	2657	8599	2629	8569	2214	8308	2262	8320	2244	8266	3087	9272	2423	9320	2359	9200	2175	9152	1263	8976	1391	8776	1287	8672	591	8200
Vitis_cinerea	588198	2013	3	7	9	7x588198	3x588198	588198x2013	13948.005	3126.333	1796.667	3126	1784	3137	1776.333	3156.667	1778.667	3082	1803.333	3095.333	1804.667	3088.667	1793.333	3081.667	1739	3089.333	1748.667	3093.333	1739.333	3141.333	1643	3141	1649.667	3153.667	1646.667	2949.667	1911.667	2852.333	1757.667	2878.333	1742.333	2853.667	1677.667	2871.667	1425.333	2979.667	1485.333	3011	1447.333	3139	1176.667
Vitis_cinerea	588219	2015	5	7	11	7x588219	5x588219	588219x2015	80353.17	6628	10513	6623.333	10465	6573.333	10467	6520.333	10499	6904	10365.5	6881	10388.5	6871	10352.5	6741.5	9926	6744	9956.5	6706.333	9947	6091	9789.333	6117	9812.333	6076	9828.667	8059.5	10408	8088.5	9129	7933	9116	7658	8676.5	6621	7524	6142	8270	5793.667	8104.667	4595.333	7858
Vitis_cinerea	588575	2013	8	5	12	5x588575	8x588575	588575x2013	13948.005	1347	3130	1328	3118	1332	3090	1353	3069	1297	3197	1309	3189.667	1292.333	3175.667	1139	3127	1157.667	3129.667	1150.333	3109	1127.333	2891	1135.333	2907	1153.333	2885.667	1422	3749	792	3798	773	3744	508	3584	168	2989.667	266.667	2880.333	238.667	2787.667	218.333	1963.333
Vitis_cinerea	588678	2013	7	6	12	6x588678	7x588678	588678x2013	13948.005	1472.667	1610.667	1460.333	1592.667	1432	1595	1403	1609.667	1564.167	1575.333	1546.5	1587.833	1546.833	1569.333	1509	1359.5	1508.375	1376.125	1492.625	1366.375	1226.75	1332.75	1240.5	1346.25	1215.75	1356.25	2129	1625	2055	989	2015	983	1939	737	1410	446	1314	504	1104	442	309	246
Vitis_cinerea	588222	2015	7	3	9	3x588222	7x588222	588222x2015	80353.17	3843	5808	3818.667	5763	3780	5773.667	3748.333	5811	3961.667	5692.667	3945.667	5724	3922.5	5695.5	3761.333	5400	3768.667	5421	3739.333	5422	3411.75	5451.5	3429	5460	3412	5491	4926	5491	4365.333	4575	4275	4584	3984	4298	3222	4259	3127	4394	2972	4437	2465.333	4586.333
Vitis_cinerea	588217	2013	7	4	10	4x588217	7x588217	588217x2013	13948.005	1517.667	2431.667	1502.333	2421	1505.667	2403	1527.667	2386.333	1464.5	2487.5	1478	2478.5	1464	2471	1373.667	2384.333	1388.667	2391	1385	2376.667	1350.75	2190.5	1358.5	2201	1366.333	2186.5	1381.667	2901.333	946	2719	954.5	2675.5	904	2600	663.5	2245	712.333	2216	717.333	2084.333	829	1490
Vitis_cinerea	588398	2017	6	1	6	1x588398	6x588398	588398x2017	80277.77778	937	6203	923	6185	949	6176	973	6177	789	6234	812	6235	800	6214	811	6056	818	6066	825	6053	989	5906	987	5922	1006	5920	550	6425	406	6053	462	6045	442	5921	654	5553	714	5573	758	5481	914	5277
Vitis_cinerea	588205	2013	7	3	9	3x588205	7x588205	588205x2013	13948.005	1897	1333	1895.5	1316.5	1923	1310	1947.5	1307.5	1797.5	1320.5	1812	1325.5	1810.5	1310	1730.5	1153.5	1733.5	1162	1745.5	1149.5	1896	985.5	1896	1003.5	1916.5	996.5	1534	1539	1320.333	1231.333	1360.333	1204	1277	1088	1326	672.667	1651.333	852.667	1581.333	537.333	1989.667	129
Vitis_cinerea	588356	2013	8	3	10	3x588356	8x588356	588356x2013	13948.005	1429.333	4319.667	1450	4301.667	1431.333	4285.667	1399.333	4283.667	1551.333	4347.667	1535.333	4349.667	1542.667	4336.333	1578.5	4218	1569	4230.5	1562.5	4215.5	1487.5	4089	1483.5	4106	1471	4095.5	1812.333	4597.667	2057.667	4302.667	2021	4251.333	2076	4127.667	1951.667	3606	1827	3692.5	1812.333	3642.333	1648.5	3283
Vitis_cinerea	588205	2016	2	8	9	8x588205	2x588205	588205x2016	56227.31713	4772	1270	4748	1250	4783	1253	4814	1250	4685	1265	4706	1268	4702	1254	4682	1159	4688	1174	4705	1163	4785	1024	4784	1041	4805	1036	4508	1343	4420	1151	4452	1145	4431	1048	4428	740	4670	962	4659	752	4827	284
Vitis_cinerea	588222	2015	9	1	9	1x588222	9x588222	588222x2015	80353.17	3146	11011.33	3125	11009.67	3113.333	10991	3123.667	10967.33	3121.667	11065.67	3134.667	11051.33	3114.333	11045	2948.667	11050.67	2969	11050	2957.667	11030.67	2928.75	10901.5	2946.75	10913	2946	10892	3207.333	11434	2819	11426	2786	11381.5	2629	11300.5	2434.667	11025	2460.667	10945	2432.5	10844	2456	10551.5
Vitis_cinerea	588329	2015	3	8	10	8x588329	3x588329	588329x2015	80353.17	7678	4223	7654	4204	7624	4209	7596	4240	7740	4136	7733	4161	7712	4143	7610	4060	7619	4080	7593	4081	7382	4020	7401	4033	7379	4052	8148	3901	7918	3507	7876	3531	7754	3463	7216	3371	7198	3430	7105	3415	6324	3298
Vitis_cinerea	588328	2017	5	3	7	3x588328	5x588328	588328x2017	80277.77778	3505	5388	3435	5358	3495	5322	3561	5298	3337	5452	3391	5440	3353	5404	3097	5101	3127	5125	3139	5083	3295	4622	3307	4661	3334	4628	2834	6107	2162	5483	2210	5327	2126	5051	2066	4247	2414	4175	2462	3899	2906	3179
Vitis_cinerea	588328	2015	4	6	9	6x588328	4x588328	588328x2015	80353.17	6699	10471	6685	10423	6725	10383	6787	10357	6526	10581	6562	10574	6537	10544	6301	10223	6322	10238	6333	10199	6430	9576	6435	9601	6469	9579	5880.333	11481.667	5084.333	10840.667	5128.333	10766	4853	10284	4475.333	9015.333	5127	8856	5135	8518	5592.333	7306
Vitis_cinerea	588685	2013	4	6	9	6x588685	4x588685	588685x2013	13948.005	2967.333	2976.333	2950	2966.333	2962.333	2951	2984.333	2937	2886	3036	2906	3027.333	2890.667	3020	2814.25	2916.75	2829	2923.75	2827.75	2909.5	2866.25	2758.25	2870.75	2772.5	2885.75	2760.5	2644	3359	2370.5	3100	2397.5	3068	2306	2931.5	2210.333	2516.667	2350.5	2514.5	2392	2430.5	2524	1980.333
Vitis_cinerea	588685	2016	4	5	8	5x588685	4x588685	588685x2016	80960.96293	3256.667	6169.667	3228.667	6220.333	3182	6196.333	3160.667	6125.667	3296.667	6321.667	3295.333	6277.667	3259.333	6307	3010	6516.333	3043.333	6476.333	2999.333	6468.333	2596.667	6329.667	2650	6324.333	2622	6285.667	3992	7034	3264	7714	3136	7674	2856	7730	1808	7842	1816	7594	1344	7370	312	6658
Vitis_cinerea	588220	2013	9	1	9	1x588220	9x588220	588220x2013	13948.005	834	4142	834.5	4133	844.5	4121	863.5	4113	753.5	4147	764.5	4145.5	758.5	4136	763.25	4064.5	769.75	4072.25	774.75	4062.5	817.75	3971	818.75	3981	832	3975.75	692.667	4363.667	539.333	4206.333	536.667	4171.667	434	4041	456.667	3725	491.333	3718.333	512.667	3647.667	714.667	3469.333
Vitis_cinerea	171	2015	12	7	18	7x171	12x171	171x2015	80353.17	6677	9879	6592.333	9884.333	6668.333	9829.667	6710.333	9792.333	6549.667	9980.333	6574.667	9965.667	6549.333	9950	6255.667	9885.667	6290	9891.333	6278	9859.334	6483.25	9537.75	6494.5	9566.5	6531.25	9538.25	6233.333	10842.333	5419	10467.333	5487.667	10369.333	5214	10192	4622	9259.333	5105.833	9251.667	5143	8983.333	5026.5	7463
Vitis_cinerea	588134	2013	8	5	12	5x588134	8x588134	588134x2013	13948.005	2414	1803.667	2422.667	1780.333	2391.333	1763	2353.333	1763	2507.333	1837.667	2483.333	1830.333	2499.333	1815	2613	1622.333	2596.333	1638.333	2589.667	1612.333	2374.667	1449	2378	1475	2348	1465.667	2725	2313	3359	1853	3253	1787	3311	1713	3269	651	2901	869	2861	709	2057	170
Vitis_cinerea	588356	2013	10	1	10	1x588356	10x588356	588356x2013	13948.005	638.667	2098.667	615	2080	634	2075	656	2068.667	555	2102.333	573.333	2100.667	563.667	2095.333	557.667	2008.333	564.333	2018	567.667	2008.667	630.333	1942.667	631	1956	643.333	1947.667	426	2270	316.5	2014.5	345	2002.5	319	1938	380	1720.5	425	1730.5	440	1671	605.333	1513.667
Vitis_cinerea	588134	2015	4	7	10	7x588134	4x588134	588134x2015	80353.17	7194	6882.667	7173.333	6856	7202	6817.333	7252.667	6804	7078.667	6934.667	7096	6935.333	7090.667	6909.333	7011.667	6766.667	7023.667	6779.333	7035	6756.667	7095	6547	7101.667	6568.333	7131.667	6550.333	6829	7264	6479	6908	6519	6874	6439	6748	6387	6116	6617	6222	6617	6154	6833	5438
Vitis_cinerea	588398	2015	11	1	11	1x588398	11x588398	588398x2015	80353.17	5086	9884.25	5083	9862.25	5060.75	9862	5032.5	9863.25	5183.667	9880.833	5165.5	9883	5175	9871	5242.75	9675.375	5237.125	9684.25	5228.75	9673.625	5004.25	9562	5008	9579.5	4989.25	9574.5	5486	10047	5592.333	9765.333	5523	9742	5571	9544	5385	9224	5271	9290	5175	9109	4948	8866
Vitis_cinerea	597232	2013	1	8	8	8x597232	1x597232	597232x2013	13948.005	3394.875	341.25	3388.333	338.917	3386.083	327.333	3399.583	319.75	3377.75	359	3385.5	354.125	3377.375	350	3357.25	334.25	3365	336.625	3364.375	325.625	3363	295.625	3368.875	305.25	3377.667	294.167	3346.667	416.25	3282.375	392.625	3287.75	383.25	3267.583	360.25	3228.5	279.875	3256.25	284.75	3257.625	266.5	3266.25	113.5
Vitis_cinerea	588328	2016	7	3	9	3x588328	7x588328	588328x2016	80960.96293	6833	6238	6783	6298	6747	6250	6743	6190	6879	6502	6879	6456	6849	6486	6549	6526	6573	6508	6535	6486	6165	6284	6217	6296	6173	6248	7895	7034	6919	7882	6759	7762	6535	7882	5271	7674	5295	7386	5111	7210	4127	6610
Vitis_cinerea	588352	2017	7	3	9	3x588352	7x588352	588352x2017	80277.77778	5536	10346	5496	10294	5556	10252	5624	10248	5173	10448	5233	10445	5209	10403	5074	9965	5104	9995	5122	9944	5554	9527	5548	9572	5614	9548	4441	11552	3433	10272	3609	10112	3481	9776	3577	8176	4089	8176	4201	7920	5385	6768
Vitis_cinerea	588678	2016	10	2	11	2x588678	10x588678	588678x2016	80960.96293	4667	6367	4605	6315	4597	6377	4591	6425	4617	6157	4629	6193	4593	6191	4359	6169	4395	6191	4361	6211	4091	6447	4129	6441	4115	6485	4925	5703	4373	5505	4265	5577	4067	5559	3533	5715	3485	5871	3341	6003	2879	6429
Vitis_cinerea	588460	2017	9	1	9	1x588460	9x588460	588460x2017	80277.77778	6795.667	11664	6818.333	11657.33	6806.333	11629.33	6779.667	11614.67	6846.333	11702.67	6826.333	11690.67	6843.667	11680	6923.667	11618.67	6902.333	11625.33	6909	11609.33	6870.333	11517.33	6854.333	11536	6841	11510.67	6911.667	11814.67	7078.333	11736	7078	11686	7150	11638	7180	11450	7122	11442	7134	11358	7062	11165
Vitis_cinerea	588200	2017	9	1	9	1x588200	9x588200	588200x2017	80277.77778	1848	11728	1820	11688	1846	11654	1894	11646	1696	11712	1734	11718	1720	11682	1630	11498	1646	11520	1660	11496	1824	11340	1826	11386	1864	11358	1381	12136	1141	11740	1161	11672	1061	11380	1145	10832	1185	10792	1265	10644	1777	10268
Vitis_cinerea	588198	2016	3	7	9	7x588198	3x588198	588198x2016	56227.31713	2836.667	1404.333	2822.667	1379	2848	1375	2882	1377	2764.667	1395	2798	1403	2783.333	1385.667	2765.333	1282.333	2778	1305	2790	1289.667	2883.333	1156.333	2880.667	1179	2900	1172.333	2496	1500	2392	1188	2456	1172	2436	1088	2512	664	2660	800	2720	720	2996	252
Vitis_cinerea	588222	2017	2	7	8	7x588222	2x588222	588222x2017	80277.77778	4346	1460	4368	1428	4350	1392	4318	1388	4410	1478	4376	1476	4406	1454	4462	1364	4440	1384	4438	1356	4370	1264	4370	1288	4328	1270	4574	1653	4784	1428	4772	1407	4805	1293	4745	1002	4691	1002	4667	960	4352	435
Vitis_cinerea	588398	2015	6	6	11	6x588398	6x588398	588398x2015	80353.17	3913.5	3390.5	3886.5	3370	3937	3310	3980.5	3273	3714.5	3559	3737.25	3551	3716.75	3531.5	3230.5	3323.5	3250	3329	3249	3301	3267.667	2712.333	3281.333	2732	3303.667	2701.667	3455	4607	2225	4299	2375	4146	1925	3863	1159	2668	1723	2658	1613	2290	1866	894
